sales_key,product_name,price,category_name,is_claim
903957,Apple Music,1965.0,Subscription Service,0
159560,iCloud,1181.0,Subscription Service,0
29210,Apple One,488.0,Subscription Service,1
663874,iPhone 12 Pro Max,544.0,Smartphone,0
25387,Mac Studio,613.0,Desktop,1
17006,iMac 27-inch,1918.0,Desktop,1
10982,Mac Studio,613.0,Desktop,1
176702,iPhone 13 mini,1092.0,Smartphone,0
27071,Beats Solo Pro,1773.0,Audio,1
6686,MacBook,1149.0,Laptop,1
879023,Apple Watch Series 9,1014.0,Wearable,0
249082,Smart Cover for iPad,1014.0,Accessories,0
706990,Apple TV+,404.0,Subscription Service,0
13903,iPad (10th Generation),1735.0,Tablet,1
182709,iPad mini (6th Generation),573.0,Tablet,0
823479,Apple Pencil (1st Generation),925.0,Accessories,0
466472,Mac Pro (Rack),1415.0,Desktop,0
919858,Apple Pencil (2nd Generation),1506.0,Accessories,0
3503,iPhone 14 Pro,1380.0,Smartphone,1
915546,Mac Pro (Tower),458.0,Desktop,0
2219,HomePod,1202.0,Smart Speaker,1
18506,Apple Watch SE,1546.0,Wearable,1
10690,Apple Pencil (2nd Generation),1506.0,Accessories,1
21378,iPad mini (6th Generation),573.0,Tablet,1
1867,HomePod (2nd Generation),689.0,Audio,1
20193,AirPods Pro (2nd Generation),696.0,Audio,1
28871,MagSafe Charger,1744.0,Accessories,1
982273,Apple Watch Series 7,1431.0,Wearable,0
3868,Mac Studio,613.0,Desktop,1
3223,MacBook Pro (Touch Bar),1304.0,Laptop,1
21786,Apple Watch Series 8,1631.0,Wearable,1
20985,MagSafe Charger,1744.0,Accessories,1
645007,Mac Mini (M2),874.0,Desktop,0
272083,Apple Watch Series 8,1631.0,Wearable,0
8441,iPhone 14 Pro,1380.0,Smartphone,1
9952,AirPods (3rd Generation),1842.0,Audio,1
1335,Magic Keyboard,368.0,Accessories,1
702140,Apple TV+,404.0,Subscription Service,0
28345,iPad Pro (M2),1826.0,Tablet,1
274461,iPad Air (4th Generation),952.0,Tablet,0
181763,iPhone 14 Pro,1380.0,Smartphone,0
577388,iPhone SE (3rd Generation),923.0,Smartphone,0
577066,iPhone 13 Pro Max,820.0,Smartphone,0
11513,HomePod,1202.0,Smart Speaker,1
23848,iMac Pro,1081.0,Desktop,1
9938,Mac Pro (2023),681.0,Desktop,1
1009782,Apple Watch SE,1546.0,Wearable,0
9190,Mac Mini,555.0,Desktop,1
246444,iPhone 12 mini,1607.0,Smartphone,0
11745,MagSafe Charger,1744.0,Accessories,1
746411,Mac Pro (Rack),1415.0,Desktop,0
13153,Apple Watch SE,1546.0,Wearable,1
13060,MacBook Pro 14-inch,768.0,Laptop,1
409314,iPhone SE (3rd Generation),923.0,Smartphone,0
150823,iPad Pro (M2),1826.0,Tablet,0
8915,iPad Pro (M2),1826.0,Tablet,1
541243,iPhone 12,1436.0,Smartphone,0
9200,iPhone 14,1476.0,Smartphone,1
314358,iPhone 14 Plus,1259.0,Smartphone,0
794359,MagSafe Charger,1744.0,Accessories,0
581709,MacBook (Retina),231.0,Laptop,0
361315,MacBook (Early 2015),741.0,Laptop,0
8064,Beats Powerbeats Pro,1060.0,Audio,1
21053,Apple TV HD,1258.0,Streaming Device,1
1034627,Apple Watch Series 6,462.0,Wearable,0
7529,Lightning to USB Cable,1434.0,Accessories,1
9936,Beats Fit Pro,1839.0,Audio,1
408095,Apple Watch Nike Edition,884.0,Wearable,0
638267,iPhone 14 Plus,1259.0,Smartphone,0
455941,Apple Watch SE,1546.0,Wearable,0
650174,MacBook Pro (Touch Bar),1304.0,Laptop,0
965040,AirPods Max,1603.0,Audio,0
807214,Apple Watch Ultra,346.0,Wearable,0
393246,Apple Watch Series 9,1014.0,Wearable,0
9074,AirPods (3rd Generation),1842.0,Audio,1
24962,iCloud,1181.0,Subscription Service,1
477,Magic Keyboard with Touch ID,1162.0,Accessories,1
16359,Apple Watch Series 5,1296.0,Wearable,1
24840,MagSafe Charger,1744.0,Accessories,1
24916,Apple Pencil (2nd Generation),1506.0,Accessories,1
15360,HomePod,1202.0,Smart Speaker,1
16243,iPhone 14 Pro,1380.0,Smartphone,1
521798,AirPods Pro,1167.0,Audio,0
545089,Silicone Case for iPhone,1210.0,Accessories,0
667442,AirTag,677.0,Accessories,0
25312,HomePod mini,438.0,Audio,1
4403,Beats Fit Pro,1839.0,Audio,1
936120,Mac Pro (Tower),458.0,Desktop,0
27693,iPad mini (5th Generation),1912.0,Tablet,1
682968,iPad Pro 11-inch,1761.0,Tablet,0
211664,Magic Trackpad,1242.0,Accessories,0
24220,iPhone 12 mini,1607.0,Smartphone,1
916677,iPhone 14 Pro,1380.0,Smartphone,0
280999,iPhone 14 Pro Max,678.0,Smartphone,0
42204,Mac Mini (M2),874.0,Desktop,0
747119,Silicone Case for iPhone,1210.0,Accessories,0
232052,Apple TV+,404.0,Subscription Service,0
23535,iPhone 12 Pro Max,544.0,Smartphone,1
777204,iMac 27-inch,1918.0,Desktop,0
5875,Beats Solo Pro,1773.0,Audio,1
47859,iPhone 12 mini,1607.0,Smartphone,0
732433,Leather Case for iPhone,866.0,Accessories,0
17180,iMac 24-inch,449.0,Desktop,1
230532,Smart Cover for iPad,1014.0,Accessories,0
38185,iPhone 14 Pro,1380.0,Smartphone,0
8479,Beats Powerbeats Pro,1060.0,Audio,1
247775,Apple Music,1965.0,Subscription Service,0
76627,Apple Music,1965.0,Subscription Service,0
765586,AirPods (2nd Generation),504.0,Audio,0
718935,iMac Pro,1081.0,Desktop,0
314999,Apple News+,253.0,Subscription Service,0
213,iPhone 13 Pro,308.0,Smartphone,1
4249,Mac Pro (2023),681.0,Desktop,1
26774,iPad Air (5th Generation),1591.0,Tablet,1
857278,AirPods Pro,1167.0,Audio,0
284791,HomePod (2nd Generation),689.0,Audio,0
160111,Apple TV HD,1258.0,Streaming Device,0
640925,Mac Mini,555.0,Desktop,0
7985,Apple News+,253.0,Subscription Service,1
16165,iPad Air (5th Generation),1591.0,Tablet,1
15326,Magic Keyboard with Touch ID,1162.0,Accessories,1
398644,iPad (9th Generation),1949.0,Tablet,0
877744,MacBook Air (M2),1588.0,Laptop,0
21635,iPad Air (4th Generation),952.0,Tablet,1
5749,iPhone 14 Pro Max,678.0,Smartphone,1
1018756,MacBook Pro 16-inch,1179.0,Laptop,0
2096,Apple Watch Nike Edition,884.0,Wearable,1
663296,iMac 27-inch,1918.0,Desktop,0
120619,Lightning to USB Cable,1434.0,Accessories,0
75013,AirPods Pro (2nd Generation),696.0,Audio,0
9135,Apple TV+,404.0,Subscription Service,1
6995,Magic Keyboard,368.0,Accessories,1
824686,Mac Studio,613.0,Desktop,0
9999,iPad Pro 11-inch,1761.0,Tablet,1
22495,iPad Pro (M2),1826.0,Tablet,1
162232,iPhone 13 Pro,308.0,Smartphone,0
26458,Beats Studio Buds,762.0,Audio,1
576026,Beats Solo Pro,1773.0,Audio,0
21544,Leather Case for iPhone,866.0,Accessories,1
1423,Mac Studio,613.0,Desktop,1
11025,HomePod,1202.0,Smart Speaker,1
16733,Apple Watch SE,1546.0,Wearable,1
12679,iPhone 14 Pro,1380.0,Smartphone,1
26243,Apple Watch Series 6,462.0,Wearable,1
650993,HomePod mini,266.0,Smart Speaker,0
29543,Apple One,488.0,Subscription Service,1
869719,AirPods Max,1603.0,Audio,0
117147,HomePod (2nd Generation),689.0,Audio,0
28873,HomePod (2nd Generation),689.0,Audio,1
123484,Silicone Case for iPhone,1210.0,Accessories,0
23533,iPad Air (4th Generation),952.0,Tablet,1
4615,Mac Studio,613.0,Desktop,1
3132,MacBook Air (M2),1588.0,Laptop,1
11989,HomePod (2nd Generation),689.0,Audio,1
450736,Apple Watch SE,1546.0,Wearable,0
767744,Apple Music,1965.0,Subscription Service,0
27586,Magic Keyboard with Touch ID,1162.0,Accessories,1
298438,Mac Mini (M2),874.0,Desktop,0
888992,iMac Pro,1081.0,Desktop,0
190891,iPhone 14 Plus,1259.0,Smartphone,0
231554,iMac 24-inch,449.0,Desktop,0
544096,iPhone 13 mini,1092.0,Smartphone,0
934083,MacBook Air (M1),1783.0,Laptop,0
1639,MacBook Air (M2),1588.0,Laptop,1
20716,Apple Watch Series 8,1631.0,Wearable,1
28298,Mac Mini,555.0,Desktop,1
90203,Mac Pro (2023),681.0,Desktop,0
304670,MacBook (Retina),231.0,Laptop,0
678274,Mac Pro (2023),681.0,Desktop,0
27798,MacBook Pro 14-inch,768.0,Laptop,1
819528,Beats Fit Pro,1839.0,Audio,0
22800,Silicone Case for iPhone,1210.0,Accessories,1
714207,Apple Music,1965.0,Subscription Service,0
792161,iPhone 14 Pro Max,678.0,Smartphone,0
252568,Mac Pro (Tower),458.0,Desktop,0
21131,MacBook Pro 13-inch,1351.0,Laptop,1
27061,iPhone 13 mini,1092.0,Smartphone,1
27918,Leather Case for iPhone,866.0,Accessories,1
16696,MacBook (Retina),231.0,Laptop,1
107515,MacBook Air (Retina),1847.0,Laptop,0
23495,Smart Cover for iPad,1014.0,Accessories,1
6651,MacBook Pro 13-inch,1351.0,Laptop,1
7056,Apple Watch Hermès,1712.0,Wearable,1
27376,Magic Trackpad,1242.0,Accessories,1
21139,MacBook Pro (Touch Bar),1304.0,Laptop,1
793403,AirTag,677.0,Accessories,0
513429,AirPods (2nd Generation),504.0,Audio,0
3883,iPhone 14 Pro Max,678.0,Smartphone,1
29069,MacBook (Retina),231.0,Laptop,1
264514,Magic Trackpad,1242.0,Accessories,0
4504,HomePod (2nd Generation),689.0,Audio,1
857956,iMac 27-inch,1918.0,Desktop,0
22562,iPhone 13 Pro Max,820.0,Smartphone,1
6101,iMac 24-inch,449.0,Desktop,1
549569,iPad Pro (M2),1826.0,Tablet,0
24050,Beats Studio Buds,762.0,Audio,1
445598,Apple Pencil (2nd Generation),1506.0,Accessories,0
25881,iPhone 13 mini,1092.0,Smartphone,1
19673,Mac Studio,613.0,Desktop,1
1011472,MagSafe Battery Pack,1389.0,Accessories,0
473892,iPad mini (5th Generation),1912.0,Tablet,0
162780,MacBook (Retina),231.0,Laptop,0
21357,AirPods Pro,1167.0,Audio,1
16982,iPhone 12 mini,1607.0,Smartphone,1
807296,Apple Pencil (2nd Generation),1506.0,Accessories,0
578112,iPhone 14 Pro Max,678.0,Smartphone,0
643602,iPhone 14 Plus,1259.0,Smartphone,0
16188,Apple Arcade,549.0,Subscription Service,1
432,iPad (9th Generation),1949.0,Tablet,1
239090,Apple TV (3rd Generation),477.0,Streaming Device,0
15075,Magic Keyboard with Touch ID,1162.0,Accessories,1
990099,Lightning to USB Cable,1434.0,Accessories,0
931440,iMac Pro,1081.0,Desktop,0
70446,Apple Pencil (1st Generation),925.0,Accessories,0
18238,iPhone SE (3rd Generation),923.0,Smartphone,1
14042,MacBook,1149.0,Laptop,1
22591,iCloud,1181.0,Subscription Service,1
240021,iPhone 13 Pro Max,820.0,Smartphone,0
19261,Apple Watch Nike Edition,884.0,Wearable,1
19486,Apple Pencil (1st Generation),925.0,Accessories,1
12860,Apple Watch Hermès,1712.0,Wearable,1
110,Apple News+,253.0,Subscription Service,1
8405,Apple Music,1965.0,Subscription Service,1
18720,MacBook Pro 16-inch,1179.0,Laptop,1
146329,iPhone 12 Pro Max,544.0,Smartphone,0
572026,Beats Solo Pro,1773.0,Audio,0
472563,iPhone SE (3rd Generation),923.0,Smartphone,0
14505,HomePod mini,438.0,Audio,1
218976,Apple Pencil (2nd Generation),1506.0,Accessories,0
9635,iPad mini (6th Generation),573.0,Tablet,1
4949,Apple Arcade,549.0,Subscription Service,1
20785,Apple Pencil (1st Generation),925.0,Accessories,1
225190,iPhone 14 Pro,1380.0,Smartphone,0
1478,Apple TV+,404.0,Subscription Service,1
1006464,Apple Watch Series 9,1014.0,Wearable,0
8035,iPad mini (5th Generation),1912.0,Tablet,1
42844,iMac Pro,1081.0,Desktop,0
472796,Apple Watch Ultra,346.0,Wearable,0
601475,Apple Watch Series 9,1014.0,Wearable,0
2981,Apple TV 4K,1255.0,Streaming Device,1
281921,AirPods Pro,1167.0,Audio,0
124336,iPhone 13,623.0,Smartphone,0
446300,MacBook Pro 16-inch,1179.0,Laptop,0
857369,AirPods (3rd Generation),1842.0,Audio,0
787948,Magic Keyboard,368.0,Accessories,0
385654,iPhone SE (3rd Generation),923.0,Smartphone,0
27424,Mac Pro (2023),681.0,Desktop,1
897907,iMac 27-inch,1918.0,Desktop,0
12580,Mac Studio,613.0,Desktop,1
21817,MacBook Air (M1),1783.0,Laptop,1
15698,iPhone 13 mini,1092.0,Smartphone,1
2450,AirPods Pro,1167.0,Audio,1
5713,MacBook Air (Retina),1847.0,Laptop,1
12190,AirPods (2nd Generation),504.0,Audio,1
24479,Magic Keyboard,368.0,Accessories,1
180461,iPad (9th Generation),1949.0,Tablet,0
413193,MacBook Pro (Touch Bar),1304.0,Laptop,0
11062,Apple Watch Ultra,346.0,Wearable,1
897457,Apple Pencil (1st Generation),925.0,Accessories,0
158822,Beats Solo Pro,1773.0,Audio,0
27952,iMac 24-inch,449.0,Desktop,1
6482,iPhone 13,623.0,Smartphone,1
13803,iPhone 13,623.0,Smartphone,1
941888,iPhone 13 mini,1092.0,Smartphone,0
775007,iPhone 13,623.0,Smartphone,0
266966,Apple Watch Series 8,1631.0,Wearable,0
835843,iPhone 12 Pro,1342.0,Smartphone,0
136492,iPad mini (6th Generation),573.0,Tablet,0
27018,iPad Air (4th Generation),952.0,Tablet,1
22819,MagSafe Battery Pack,1389.0,Accessories,1
598981,AirTag,677.0,Accessories,0
702920,MacBook Air (M2),1588.0,Laptop,0
19141,AirPods Pro (2nd Generation),696.0,Audio,1
751183,Magic Mouse,313.0,Accessories,0
240027,iPhone 12 Pro Max,544.0,Smartphone,0
186169,Apple Arcade,549.0,Subscription Service,0
5568,Apple Arcade,549.0,Subscription Service,1
29121,Apple Watch Series 9,1014.0,Wearable,1
287089,AirPods Max,1603.0,Audio,0
22034,Smart Keyboard Folio,572.0,Accessories,1
654808,Mac Mini,555.0,Desktop,0
27736,AirPods (2nd Generation),504.0,Audio,1
885959,Apple Watch Nike Edition,884.0,Wearable,0
28896,iPad Pro 12.9-inch,1167.0,Tablet,1
881657,MacBook Pro 14-inch,768.0,Laptop,0
310717,iPhone 13 mini,1092.0,Smartphone,0
19332,Smart Cover for iPad,1014.0,Accessories,1
416440,HomePod (2nd Generation),689.0,Audio,0
12103,Beats Solo Pro,1773.0,Audio,1
711163,iPad Air (5th Generation),1591.0,Tablet,0
453355,iPad mini (6th Generation),573.0,Tablet,0
28332,iPhone 12 Pro Max,544.0,Smartphone,1
697475,iPhone 13 mini,1092.0,Smartphone,0
22719,MagSafe Battery Pack,1389.0,Accessories,1
98328,MacBook (Retina),231.0,Laptop,0
757500,Magic Keyboard with Touch ID,1162.0,Accessories,0
179502,Mac Studio,613.0,Desktop,0
68262,AirTag,677.0,Accessories,0
940683,iPhone 13 mini,1092.0,Smartphone,0
7210,iPad Pro (M2),1826.0,Tablet,1
1024867,HomePod,1202.0,Smart Speaker,0
472333,Apple Watch Ultra,346.0,Wearable,0
14858,MacBook (Early 2015),741.0,Laptop,1
15119,HomePod mini,266.0,Smart Speaker,1
15713,Apple One,488.0,Subscription Service,1
250678,Apple Arcade,549.0,Subscription Service,0
11833,Smart Cover for iPad,1014.0,Accessories,1
22957,iPad Pro (M1),1329.0,Tablet,1
10948,HomePod,1202.0,Smart Speaker,1
157451,Apple Watch Series 8,1631.0,Wearable,0
16600,Apple Watch Series 8,1631.0,Wearable,1
11616,Silicone Case for iPhone,1210.0,Accessories,1
26502,AirPods Max,1603.0,Audio,1
16891,Mac Studio,613.0,Desktop,1
475833,iPad (9th Generation),1949.0,Tablet,0
936377,iMac 24-inch,449.0,Desktop,0
774620,MacBook Pro 16-inch,1179.0,Laptop,0
28890,Apple Watch Series 8,1631.0,Wearable,1
418464,iPhone 13 Pro,308.0,Smartphone,0
20067,Beats Fit Pro,1839.0,Audio,1
4466,Mac Mini,555.0,Desktop,1
660450,Beats Solo Pro,1773.0,Audio,0
447592,iPhone 13 Pro,308.0,Smartphone,0
8774,MagSafe Battery Pack,1389.0,Accessories,1
13610,iCloud,1181.0,Subscription Service,1
26234,iPad Pro 12.9-inch,1167.0,Tablet,1
731293,iPhone 14 Plus,1259.0,Smartphone,0
1038769,iPhone 12 mini,1607.0,Smartphone,0
891,HomePod (2nd Generation),689.0,Audio,1
418850,iPhone SE (3rd Generation),923.0,Smartphone,0
6557,Silicone Case for iPhone,1210.0,Accessories,1
957840,Apple Pencil (1st Generation),925.0,Accessories,0
788049,Apple Pencil (1st Generation),925.0,Accessories,0
279311,iPhone 14,1476.0,Smartphone,0
6822,iPad Pro 12.9-inch,1167.0,Tablet,1
20988,Beats Studio Buds,762.0,Audio,1
23273,Apple Watch Series 9,1014.0,Wearable,1
804902,Apple Watch Ultra,346.0,Wearable,0
15539,AirPods (2nd Generation),504.0,Audio,1
3565,Apple TV 4K,1255.0,Streaming Device,1
6917,iPad Pro 11-inch,1761.0,Tablet,1
20750,Magic Trackpad,1242.0,Accessories,1
13934,AirPods Max,1603.0,Audio,1
9268,Apple TV 4K,1255.0,Streaming Device,1
18642,Apple One,488.0,Subscription Service,1
291604,AirPods Max,1603.0,Audio,0
22014,MagSafe Charger,1744.0,Accessories,1
6955,AirPods (3rd Generation),1842.0,Audio,1
134247,Apple TV 4K,1255.0,Streaming Device,0
945668,iPhone 12 mini,1607.0,Smartphone,0
829655,Apple Watch Ultra,346.0,Wearable,0
21994,iPhone 12 Pro Max,544.0,Smartphone,1
16229,MacBook,1149.0,Laptop,1
876828,iPhone 12 mini,1607.0,Smartphone,0
8936,Apple One,488.0,Subscription Service,1
18064,Beats Studio Buds,762.0,Audio,1
189684,Apple Watch Series 8,1631.0,Wearable,0
1013664,Apple Arcade,549.0,Subscription Service,0
629874,iPhone 14,1476.0,Smartphone,0
704925,iPhone 14 Pro,1380.0,Smartphone,0
401891,Apple One,488.0,Subscription Service,0
528504,iPhone 14 Pro,1380.0,Smartphone,0
391877,iPhone 13 Pro,308.0,Smartphone,0
237403,MacBook Pro (Touch Bar),1304.0,Laptop,0
29090,iPhone SE (3rd Generation),923.0,Smartphone,1
149747,Apple One,488.0,Subscription Service,0
15146,iPhone 14 Pro Max,678.0,Smartphone,1
298586,iPhone 14 Plus,1259.0,Smartphone,0
209409,MacBook Pro 14-inch,768.0,Laptop,0
658398,Apple Pencil (2nd Generation),1506.0,Accessories,0
10116,iPhone 13 mini,1092.0,Smartphone,1
23636,Leather Case for iPhone,866.0,Accessories,1
419280,iPad (10th Generation),1735.0,Tablet,0
22127,MacBook Pro (Touch Bar),1304.0,Laptop,1
335437,iPad mini (6th Generation),573.0,Tablet,0
438476,iPhone 13 Pro Max,820.0,Smartphone,0
9023,Apple TV 4K,1255.0,Streaming Device,1
560313,iPad Pro 12.9-inch,1167.0,Tablet,0
17533,iPhone 14 Pro,1380.0,Smartphone,1
15598,Mac Mini (M2),874.0,Desktop,1
546170,iPad Air (5th Generation),1591.0,Tablet,0
10675,MacBook Pro 13-inch,1351.0,Laptop,1
3496,iPhone SE (3rd Generation),923.0,Smartphone,1
798236,MagSafe Charger,1744.0,Accessories,0
1026037,MacBook Air (Retina),1847.0,Laptop,0
22692,iMac 27-inch,1918.0,Desktop,1
838357,Beats Fit Pro,1839.0,Audio,0
48507,Smart Keyboard Folio,572.0,Accessories,0
453451,Silicone Case for iPhone,1210.0,Accessories,0
622286,Apple Watch Hermès,1712.0,Wearable,0
75234,Apple Watch Ultra,346.0,Wearable,0
91677,Apple Watch Series 8,1631.0,Wearable,0
16065,MagSafe Charger,1744.0,Accessories,1
16378,iPad Pro 12.9-inch,1167.0,Tablet,1
1034373,iPad Pro (M2),1826.0,Tablet,0
23775,MagSafe Charger,1744.0,Accessories,1
217770,iPhone 13 Pro Max,820.0,Smartphone,0
21667,MacBook Pro 14-inch,768.0,Laptop,1
430713,Apple Pencil (2nd Generation),1506.0,Accessories,0
394575,iPhone 14 Pro Max,678.0,Smartphone,0
634898,iPad Pro 12.9-inch,1167.0,Tablet,0
608677,iPhone SE (3rd Generation),923.0,Smartphone,0
27636,Beats Studio Buds,762.0,Audio,1
109963,MagSafe Charger,1744.0,Accessories,0
21539,Apple Watch Series 9,1014.0,Wearable,1
7639,Mac Pro (2023),681.0,Desktop,1
800290,iPad Pro (M2),1826.0,Tablet,0
11483,Silicone Case for iPhone,1210.0,Accessories,1
24994,HomePod mini,266.0,Smart Speaker,1
611107,Apple One,488.0,Subscription Service,0
756877,Apple Watch Series 7,1431.0,Wearable,0
6492,Apple Fitness+,923.0,Subscription Service,1
5115,Beats Studio Buds,762.0,Audio,1
939999,HomePod (2nd Generation),689.0,Audio,0
8669,Apple TV+,404.0,Subscription Service,1
28059,iPad Air (5th Generation),1591.0,Tablet,1
730,iPhone SE (3rd Generation),923.0,Smartphone,1
93159,iPad Pro 12.9-inch,1167.0,Tablet,0
613018,iMac 24-inch,449.0,Desktop,0
7516,HomePod (2nd Generation),689.0,Audio,1
15383,Beats Powerbeats Pro,1060.0,Audio,1
25424,iPhone 13 Pro,308.0,Smartphone,1
1793,MacBook Pro (Touch Bar),1304.0,Laptop,1
592618,iPhone 13 Pro,308.0,Smartphone,0
17162,Apple Watch Series 9,1014.0,Wearable,1
370824,iPad (10th Generation),1735.0,Tablet,0
292771,AirPods Max,1603.0,Audio,0
22990,iPhone 14 Plus,1259.0,Smartphone,1
499550,Mac Mini (M2),874.0,Desktop,0
17467,iPhone 13,623.0,Smartphone,1
21232,iPhone 14,1476.0,Smartphone,1
586634,iPhone SE (3rd Generation),923.0,Smartphone,0
9267,Beats Fit Pro,1839.0,Audio,1
24207,iCloud,1181.0,Subscription Service,1
844494,iPad Pro 12.9-inch,1167.0,Tablet,0
829618,iPhone 13 Pro Max,820.0,Smartphone,0
351940,iPad (10th Generation),1735.0,Tablet,0
23073,MacBook Air (M2),1588.0,Laptop,1
8332,iMac Pro,1081.0,Desktop,1
627806,AirPods Pro (2nd Generation),696.0,Audio,0
21758,Lightning to USB Cable,1434.0,Accessories,1
879157,iPad mini (6th Generation),573.0,Tablet,0
17109,AirPods (2nd Generation),504.0,Audio,1
55,Apple Watch Series 6,462.0,Wearable,1
5786,Beats Studio Buds,762.0,Audio,1
694821,Beats Solo Pro,1773.0,Audio,0
5013,iPhone 12,1436.0,Smartphone,1
6358,Silicone Case for iPhone,1210.0,Accessories,1
506146,iPad mini (6th Generation),573.0,Tablet,0
945348,MacBook Pro 16-inch,1179.0,Laptop,0
972,iPad Pro (M1),1329.0,Tablet,1
16814,AirPods (3rd Generation),1842.0,Audio,1
3078,iPhone 12 Pro Max,544.0,Smartphone,1
600381,AirTag,677.0,Accessories,0
615785,Magic Keyboard with Touch ID,1162.0,Accessories,0
663259,iPhone 14,1476.0,Smartphone,0
169303,MacBook Pro 14-inch,768.0,Laptop,0
2400,AirPods Pro (2nd Generation),696.0,Audio,1
759723,MacBook Pro 16-inch,1179.0,Laptop,0
3594,Apple TV 4K,1255.0,Streaming Device,1
24802,MacBook Air (M1),1783.0,Laptop,1
9545,Apple TV+,404.0,Subscription Service,1
157225,HomePod mini,266.0,Smart Speaker,0
81323,Apple TV 4K,1255.0,Streaming Device,0
26913,Lightning to USB Cable,1434.0,Accessories,1
1567,Apple TV HD,1258.0,Streaming Device,1
2102,iPhone 14 Pro,1380.0,Smartphone,1
15600,MacBook (Retina),231.0,Laptop,1
628623,Mac Mini (M2),874.0,Desktop,0
20967,AirTag,677.0,Accessories,1
617245,iPad (10th Generation),1735.0,Tablet,0
446799,iPad Pro 12.9-inch,1167.0,Tablet,0
20266,Apple TV+,404.0,Subscription Service,1
865192,iPhone 14,1476.0,Smartphone,0
944,Apple Watch Ultra,346.0,Wearable,1
25025,Apple Watch Ultra,346.0,Wearable,1
693876,Apple Pencil (2nd Generation),1506.0,Accessories,0
719721,iPad mini (5th Generation),1912.0,Tablet,0
459428,Apple Watch Series 9,1014.0,Wearable,0
3438,iPhone 12 Pro Max,544.0,Smartphone,1
87,iPhone 12 Pro,1342.0,Smartphone,1
23461,MacBook,1149.0,Laptop,1
13362,iPhone SE (3rd Generation),923.0,Smartphone,1
388138,MagSafe Battery Pack,1389.0,Accessories,0
28973,AirPods (3rd Generation),1842.0,Audio,1
1181,Mac Pro (2023),681.0,Desktop,1
7614,iPhone 12 mini,1607.0,Smartphone,1
413946,Apple Fitness+,923.0,Subscription Service,0
17009,iPhone 14 Plus,1259.0,Smartphone,1
26576,iPad mini (5th Generation),1912.0,Tablet,1
914598,Apple Watch Hermès,1712.0,Wearable,0
243503,MacBook Air (M2),1588.0,Laptop,0
282808,Leather Case for iPhone,866.0,Accessories,0
135774,iPhone 13 Pro,308.0,Smartphone,0
15180,iPhone 13,623.0,Smartphone,1
707797,iPhone 12 mini,1607.0,Smartphone,0
20833,Smart Cover for iPad,1014.0,Accessories,1
