date,Accessories,Audio,Desktop,Laptop,Smart Speaker,Smartphone,Streaming Device,Subscription Service,Tablet,Wearable,Accessories_lag1,Accessories_roll7,Audio_lag1,Audio_roll7,Desktop_lag1,Desktop_roll7,Laptop_lag1,Laptop_roll7,Smart Speaker_lag1,Smart Speaker_roll7,Smartphone_lag1,Smartphone_roll7,Streaming Device_lag1,Streaming Device_roll7,Subscription Service_lag1,Subscription Service_roll7,Tablet_lag1,Tablet_roll7,Wearable_lag1,Wearable_roll7,day_of_week,month
2020-01-17,566,418,455,305,49,422,117,263,348,417,452.0,472.7142857142857,381.0,419.14285714285717,277.0,361.85714285714283,389.0,347.14285714285717,78.0,73.28571428571429,386.0,439.14285714285717,108.0,96.71428571428571,300.0,244.71428571428572,388.0,350.7142857142857,284.0,337.42857142857144,4,1
2020-01-18,467,426,323,314,83,489,77,206,377,311,566.0,479.2857142857143,418.0,431.42857142857144,455.0,360.85714285714283,305.0,340.7142857142857,49.0,73.85714285714286,422.0,439.2857142857143,117.0,100.0,263.0,237.28571428571428,348.0,354.0,417.0,323.14285714285717,5,1
2020-01-19,509,400,351,358,41,597,109,213,304,304,467.0,493.7142857142857,426.0,423.85714285714283,323.0,355.42857142857144,314.0,339.7142857142857,83.0,70.0,489.0,457.7142857142857,77.0,105.28571428571429,206.0,242.0,377.0,351.42857142857144,311.0,322.2857142857143,6,1
2020-01-20,544,408,420,392,97,458,104,293,404,304,509.0,494.85714285714283,400.0,403.57142857142856,351.0,358.14285714285717,358.0,350.0,41.0,71.28571428571429,597.0,458.85714285714283,109.0,100.71428571428571,213.0,245.28571428571428,304.0,364.7142857142857,304.0,322.42857142857144,0,1
2020-01-21,504,450,353,328,76,518,92,265,307,354,544.0,507.0,408.0,412.85714285714283,420.0,351.85714285714283,392.0,355.85714285714283,97.0,71.85714285714286,458.0,470.0,104.0,101.0,293.0,248.42857142857142,404.0,361.14285714285717,304.0,323.7142857142857,1,1
2020-01-22,548,342,384,422,44,418,103,273,391,363,504.0,512.8571428571429,450.0,403.57142857142856,353.0,366.14285714285717,328.0,358.2857142857143,76.0,66.85714285714286,518.0,469.7142857142857,92.0,101.42857142857143,265.0,259.0,307.0,359.85714285714283,354.0,333.85714285714283,2,1
2020-01-23,417,364,357,325,60,528,71,241,378,377,548.0,507.85714285714283,342.0,401.14285714285717,384.0,377.57142857142856,422.0,349.14285714285717,44.0,64.28571428571429,418.0,490.0,103.0,96.14285714285714,273.0,250.57142857142858,391.0,358.42857142857144,363.0,347.14285714285717,3,1
2020-01-24,605,377,294,339,110,328,78,208,362,378,417.0,513.4285714285714,364.0,395.2857142857143,357.0,354.57142857142856,325.0,354.0,60.0,73.0,528.0,476.57142857142856,71.0,90.57142857142857,241.0,242.71428571428572,378.0,360.42857142857144,377.0,341.57142857142856,4,1
2020-01-25,460,463,260,359,62,394,134,209,331,372,605.0,512.4285714285714,377.0,400.57142857142856,294.0,345.57142857142856,339.0,360.42857142857144,110.0,70.0,328.0,463.0,78.0,98.71428571428571,208.0,243.14285714285714,362.0,353.85714285714283,378.0,350.2857142857143,5,1
2020-01-26,599,404,341,343,61,456,124,209,355,328,460.0,525.2857142857143,463.0,401.14285714285717,260.0,344.14285714285717,359.0,358.2857142857143,62.0,72.85714285714286,394.0,442.85714285714283,134.0,100.85714285714286,209.0,242.57142857142858,331.0,361.14285714285717,372.0,353.7142857142857,6,1
2020-01-27,542,520,285,315,125,442,105,274,325,382,599.0,525.0,404.0,417.14285714285717,341.0,324.85714285714283,343.0,347.2857142857143,61.0,76.85714285714286,456.0,440.57142857142856,124.0,101.0,209.0,239.85714285714286,355.0,349.85714285714283,328.0,364.85714285714283,0,1
2020-01-28,445,492,432,352,75,446,151,298,334,293,542.0,516.5714285714286,520.0,423.14285714285717,285.0,336.14285714285717,315.0,350.7142857142857,125.0,76.71428571428571,442.0,430.2857142857143,105.0,109.42857142857143,274.0,244.57142857142858,325.0,353.7142857142857,382.0,356.14285714285717,1,1
2020-01-29,427,312,359,313,89,423,175,234,356,398,445.0,499.2857142857143,492.0,418.85714285714283,432.0,332.57142857142856,352.0,335.14285714285717,75.0,83.14285714285714,446.0,431.0,151.0,119.71428571428571,298.0,239.0,334.0,348.7142857142857,293.0,361.14285714285717,2,1
2020-01-30,592,309,310,407,75,374,163,253,437,361,427.0,524.2857142857143,312.0,411.0,359.0,325.85714285714283,313.0,346.85714285714283,89.0,85.28571428571429,423.0,409.0,175.0,132.85714285714286,234.0,240.71428571428572,356.0,357.14285714285717,398.0,358.85714285714283,3,1
2020-01-31,495,416,325,411,79,456,105,237,331,334,592.0,508.57142857142856,309.0,416.57142857142856,310.0,330.2857142857143,407.0,357.14285714285717,75.0,80.85714285714286,374.0,427.2857142857143,163.0,136.71428571428572,253.0,244.85714285714286,437.0,352.7142857142857,361.0,352.57142857142856,4,1
2020-02-01,441,495,355,342,74,453,81,321,414,320,495.0,505.85714285714283,416.0,421.14285714285717,325.0,343.85714285714283,411.0,354.7142857142857,79.0,82.57142857142857,456.0,435.7142857142857,105.0,129.14285714285714,237.0,260.85714285714283,331.0,364.57142857142856,334.0,345.14285714285717,5,2
2020-02-02,451,396,424,373,47,471,113,270,268,270,441.0,484.7142857142857,495.0,420.0,355.0,355.7142857142857,342.0,359.0,74.0,80.57142857142857,453.0,437.85714285714283,81.0,127.57142857142857,321.0,269.57142857142856,414.0,352.14285714285717,320.0,336.85714285714283,6,2
2020-02-03,444,445,305,329,109,487,152,301,322,331,451.0,470.7142857142857,396.0,409.2857142857143,424.0,358.57142857142856,373.0,361.0,47.0,78.28571428571429,471.0,444.2857142857143,113.0,134.28571428571428,270.0,273.42857142857144,268.0,351.7142857142857,270.0,329.57142857142856,0,2
2020-02-04,452,437,409,377,73,417,139,274,318,267,444.0,471.7142857142857,445.0,401.42857142857144,305.0,355.2857142857143,329.0,364.57142857142856,109.0,78.0,487.0,440.14285714285717,152.0,132.57142857142858,301.0,270.0,322.0,349.42857142857144,331.0,325.85714285714283,1,2
2020-02-05,509,386,305,366,82,438,149,185,346,335,452.0,483.42857142857144,437.0,412.0,409.0,347.57142857142856,377.0,372.14285714285717,73.0,77.0,417.0,442.2857142857143,139.0,128.85714285714286,274.0,263.0,318.0,348.0,267.0,316.85714285714283,2,2
2020-02-06,483,481,426,315,61,515,116,191,334,370,509.0,467.85714285714283,386.0,436.57142857142856,305.0,364.14285714285717,366.0,359.0,82.0,75.0,438.0,462.42857142857144,149.0,122.14285714285714,185.0,254.14285714285714,346.0,333.2857142857143,335.0,318.14285714285717,3,2
2020-02-07,503,419,418,256,58,366,77,295,402,368,483.0,469.0,481.0,437.0,426.0,377.42857142857144,315.0,336.85714285714283,61.0,72.0,515.0,449.57142857142856,116.0,118.14285714285714,191.0,262.42857142857144,334.0,343.42857142857144,370.0,323.0,4,2
2020-02-08,585,375,300,355,74,592,66,259,327,318,503.0,489.57142857142856,419.0,419.85714285714283,418.0,369.57142857142856,256.0,338.7142857142857,58.0,72.0,366.0,469.42857142857144,77.0,116.0,295.0,253.57142857142858,402.0,331.0,368.0,322.7142857142857,5,2
2020-02-09,529,474,351,434,76,409,59,257,312,324,585.0,500.7142857142857,375.0,431.0,300.0,359.14285714285717,355.0,347.42857142857144,74.0,76.14285714285714,592.0,460.57142857142856,66.0,108.28571428571429,259.0,251.71428571428572,327.0,337.2857142857143,318.0,330.42857142857144,6,2
2020-02-10,493,437,374,338,86,514,116,225,433,316,529.0,507.7142857142857,474.0,429.85714285714283,351.0,369.0,434.0,348.7142857142857,76.0,72.85714285714286,409.0,464.42857142857144,59.0,103.14285714285714,257.0,240.85714285714286,312.0,353.14285714285717,324.0,328.2857142857143,0,2
2020-02-11,502,342,379,418,51,365,89,230,257,207,493.0,514.8571428571429,437.0,416.2857142857143,374.0,364.7142857142857,338.0,354.57142857142856,86.0,69.71428571428571,514.0,457.0,116.0,96.0,225.0,234.57142857142858,433.0,344.42857142857144,316.0,319.7142857142857,1,2
2020-02-12,529,430,319,346,91,366,153,251,359,244,502.0,517.7142857142857,342.0,422.57142857142856,379.0,366.7142857142857,418.0,351.7142857142857,51.0,71.0,365.0,446.7142857142857,89.0,96.57142857142857,230.0,244.0,257.0,346.2857142857143,207.0,306.7142857142857,2,2
2020-02-13,466,423,307,338,100,464,141,226,366,318,529.0,515.2857142857143,430.0,414.2857142857143,319.0,349.7142857142857,346.0,355.0,91.0,76.57142857142857,366.0,439.42857142857144,153.0,100.14285714285714,251.0,249.0,359.0,350.85714285714283,244.0,299.2857142857143,3,2
2020-02-14,581,286,407,391,147,478,121,232,384,304,466.0,526.4285714285714,423.0,395.2857142857143,307.0,348.14285714285717,338.0,374.2857142857143,100.0,89.28571428571429,464.0,455.42857142857144,141.0,106.42857142857143,226.0,240.0,366.0,348.2857142857143,318.0,290.14285714285717,4,2
2020-02-15,446,422,417,316,81,489,138,233,369,251,581.0,506.57142857142856,286.0,402.0,407.0,364.85714285714283,391.0,368.7142857142857,147.0,90.28571428571429,478.0,440.7142857142857,121.0,116.71428571428571,232.0,236.28571428571428,384.0,354.2857142857143,304.0,280.57142857142856,5,2
2020-02-16,497,502,326,352,94,452,117,299,319,318,446.0,502.0,422.0,406.0,417.0,361.2857142857143,316.0,357.0,81.0,92.85714285714286,489.0,446.85714285714283,138.0,125.0,233.0,242.28571428571428,369.0,355.2857142857143,251.0,279.7142857142857,6,2
2020-02-17,497,460,287,360,59,446,131,250,304,317,497.0,502.57142857142856,502.0,409.2857142857143,326.0,348.85714285714283,352.0,360.14285714285717,94.0,89.0,452.0,437.14285714285717,117.0,127.14285714285714,299.0,245.85714285714286,319.0,336.85714285714283,318.0,279.85714285714283,0,2
2020-02-18,500,374,324,269,89,463,81,255,300,303,497.0,502.2857142857143,460.0,413.85714285714283,287.0,341.0,360.0,338.85714285714283,59.0,94.42857142857143,446.0,451.14285714285717,131.0,126.0,250.0,249.42857142857142,304.0,343.0,317.0,293.57142857142856,1,2
2020-02-19,452,417,335,393,21,475,69,249,337,320,500.0,491.2857142857143,374.0,412.0,324.0,343.2857142857143,269.0,345.57142857142856,89.0,84.42857142857143,463.0,466.7142857142857,81.0,114.0,255.0,249.14285714285714,300.0,339.85714285714283,303.0,304.42857142857144,2,2
2020-02-20,608,414,406,270,75,465,123,273,401,331,452.0,511.57142857142856,417.0,410.7142857142857,335.0,357.42857142857144,393.0,335.85714285714283,21.0,80.85714285714286,475.0,466.85714285714283,69.0,111.42857142857143,249.0,255.85714285714286,337.0,344.85714285714283,320.0,306.2857142857143,3,2
2020-02-21,407,445,356,438,118,424,123,261,368,364,608.0,486.7142857142857,414.0,433.42857142857144,406.0,350.14285714285717,270.0,342.57142857142856,75.0,76.71428571428571,465.0,459.14285714285717,123.0,111.71428571428571,273.0,260.0,401.0,342.57142857142856,331.0,314.85714285714283,4,2
2020-02-22,612,347,412,385,72,355,104,228,347,348,407.0,510.42857142857144,445.0,422.7142857142857,356.0,349.42857142857144,438.0,352.42857142857144,118.0,75.42857142857143,424.0,440.0,123.0,106.85714285714286,261.0,259.2857142857143,368.0,339.42857142857144,364.0,328.7142857142857,5,2
2020-02-23,530,414,300,324,71,430,119,239,381,286,612.0,515.1428571428571,347.0,410.14285714285717,412.0,345.7142857142857,385.0,348.42857142857144,72.0,72.14285714285714,355.0,436.85714285714283,104.0,107.14285714285714,228.0,250.71428571428572,347.0,348.2857142857143,348.0,324.14285714285717,6,2
2020-02-24,446,376,330,365,92,454,60,218,334,303,530.0,507.85714285714283,414.0,398.14285714285717,300.0,351.85714285714283,324.0,349.14285714285717,71.0,76.85714285714286,430.0,438.0,119.0,97.0,239.0,246.14285714285714,381.0,352.57142857142856,286.0,322.14285714285717,0,2
2020-02-25,504,410,303,463,73,373,118,222,437,332,446.0,508.42857142857144,376.0,403.2857142857143,330.0,348.85714285714283,365.0,376.85714285714283,92.0,74.57142857142857,454.0,425.14285714285717,60.0,102.28571428571429,218.0,241.42857142857142,334.0,372.14285714285717,303.0,326.2857142857143,1,2
2020-02-26,502,448,362,277,58,601,101,357,349,352,504.0,515.5714285714286,410.0,407.7142857142857,303.0,352.7142857142857,463.0,360.2857142857143,73.0,79.85714285714286,373.0,443.14285714285717,118.0,106.85714285714286,222.0,256.85714285714283,437.0,373.85714285714283,332.0,330.85714285714283,2,2
2020-02-27,520,318,358,377,54,392,114,237,353,336,502.0,503.0,448.0,394.0,362.0,345.85714285714283,277.0,375.57142857142856,58.0,76.85714285714286,601.0,432.7142857142857,101.0,105.57142857142857,357.0,251.71428571428572,349.0,367.0,352.0,331.57142857142856,3,2
2020-02-28,395,368,359,343,51,428,69,300,405,316,520.0,501.2857142857143,318.0,383.0,358.0,346.2857142857143,377.0,362.0,54.0,67.28571428571429,392.0,433.2857142857143,114.0,97.85714285714286,237.0,257.2857142857143,353.0,372.2857142857143,336.0,324.7142857142857,4,2
2020-02-29,586,353,339,423,100,446,94,254,375,292,395.0,497.57142857142856,368.0,383.85714285714283,359.0,335.85714285714283,343.0,367.42857142857144,51.0,71.28571428571429,428.0,446.2857142857143,69.0,96.42857142857143,300.0,261.0,405.0,376.2857142857143,316.0,316.7142857142857,5,2
2020-03-01,421,399,363,346,66,567,107,262,359,399,586.0,482.0,353.0,381.7142857142857,339.0,344.85714285714283,423.0,370.57142857142856,100.0,70.57142857142857,446.0,465.85714285714283,94.0,94.71428571428571,254.0,264.2857142857143,375.0,373.14285714285717,292.0,332.85714285714283,6,3
2020-03-02,514,416,329,337,77,393,122,323,385,363,421.0,491.7142857142857,399.0,387.42857142857144,363.0,344.7142857142857,346.0,366.57142857142856,66.0,68.42857142857143,567.0,457.14285714285717,107.0,103.57142857142857,262.0,279.2857142857143,359.0,380.42857142857144,399.0,341.42857142857144,0,3
2020-03-03,577,451,388,323,38,452,174,201,313,281,514.0,502.14285714285717,416.0,393.2857142857143,329.0,356.85714285714283,337.0,346.57142857142856,77.0,63.42857142857143,393.0,468.42857142857144,122.0,111.57142857142857,323.0,276.2857142857143,385.0,362.7142857142857,363.0,334.14285714285717,1,3
2020-03-04,517,401,335,387,121,416,129,321,386,268,577.0,504.2857142857143,451.0,386.57142857142856,388.0,353.0,323.0,362.2857142857143,38.0,72.42857142857143,452.0,442.0,174.0,115.57142857142857,201.0,271.14285714285717,313.0,368.0,281.0,322.14285714285717,2,3
2020-03-05,453,408,379,362,58,494,168,236,411,378,517.0,494.7142857142857,401.0,399.42857142857144,335.0,356.0,387.0,360.14285714285717,121.0,73.0,416.0,456.57142857142856,129.0,123.28571428571429,321.0,271.0,386.0,376.2857142857143,268.0,328.14285714285717,3,3
2020-03-06,397,390,279,326,38,406,134,212,310,288,453.0,495.0,408.0,402.57142857142856,379.0,344.57142857142856,362.0,357.7142857142857,58.0,71.14285714285714,494.0,453.42857142857144,168.0,132.57142857142858,236.0,258.42857142857144,411.0,362.7142857142857,378.0,324.14285714285717,4,3
2020-03-07,542,316,396,281,85,472,132,304,318,325,397.0,488.7142857142857,390.0,397.2857142857143,279.0,352.7142857142857,326.0,337.42857142857144,38.0,69.0,406.0,457.14285714285717,134.0,138.0,212.0,265.57142857142856,310.0,354.57142857142856,288.0,328.85714285714283,5,3
2020-03-08,525,279,367,238,65,486,109,242,320,391,542.0,503.57142857142856,316.0,380.14285714285717,396.0,353.2857142857143,281.0,322.0,85.0,68.85714285714286,472.0,445.57142857142856,132.0,138.28571428571428,304.0,262.7142857142857,318.0,349.0,325.0,327.7142857142857,6,3
2020-03-09,425,345,329,349,75,521,48,224,342,331,525.0,490.85714285714283,279.0,370.0,367.0,353.2857142857143,238.0,323.7142857142857,65.0,68.57142857142857,486.0,463.85714285714283,109.0,127.71428571428571,242.0,248.57142857142858,320.0,342.85714285714283,391.0,323.14285714285717,0,3
2020-03-10,515,306,265,353,92,527,69,252,405,411,425.0,482.0,345.0,349.2857142857143,329.0,335.7142857142857,349.0,328.0,75.0,76.28571428571429,521.0,474.57142857142856,48.0,112.71428571428571,224.0,255.85714285714286,342.0,356.0,331.0,341.7142857142857,1,3
2020-03-11,566,417,423,389,86,455,128,194,347,288,515.0,489.0,306.0,351.57142857142856,265.0,348.2857142857143,353.0,328.2857142857143,92.0,71.28571428571429,527.0,480.14285714285717,69.0,112.57142857142857,252.0,237.71428571428572,405.0,350.42857142857144,411.0,344.57142857142856,2,3
2020-03-12,549,453,317,352,93,448,78,236,251,198,566.0,502.7142857142857,417.0,358.0,423.0,339.42857142857144,389.0,326.85714285714283,86.0,76.28571428571429,455.0,473.57142857142856,128.0,99.71428571428571,194.0,237.71428571428572,347.0,327.57142857142856,288.0,318.85714285714283,3,3
2020-03-13,522,411,410,531,92,503,133,170,382,272,549.0,520.5714285714286,453.0,361.0,317.0,358.14285714285717,352.0,356.14285714285717,93.0,84.0,448.0,487.42857142857144,78.0,99.57142857142857,236.0,231.71428571428572,251.0,337.85714285714283,198.0,316.57142857142856,4,3
2020-03-14,491,481,391,337,50,541,62,255,442,307,522.0,513.2857142857143,411.0,384.57142857142856,410.0,357.42857142857144,531.0,364.14285714285717,92.0,79.0,503.0,497.2857142857143,133.0,89.57142857142857,170.0,224.71428571428572,382.0,355.57142857142856,272.0,314.0,5,3
2020-03-15,468,359,374,372,49,402,71,250,391,387,491.0,505.14285714285717,481.0,396.0,391.0,358.42857142857144,337.0,383.2857142857143,50.0,76.71428571428571,541.0,485.2857142857143,62.0,84.14285714285714,255.0,225.85714285714286,442.0,365.7142857142857,307.0,313.42857142857144,6,3
2020-03-16,468,492,357,384,47,496,112,289,437,348,468.0,511.2857142857143,359.0,417.0,374.0,362.42857142857144,372.0,388.2857142857143,49.0,72.71428571428571,402.0,481.7142857142857,71.0,93.28571428571429,250.0,235.14285714285714,391.0,379.2857142857143,387.0,315.85714285714283,0,3
2020-03-17,506,475,360,410,65,505,47,311,360,284,468.0,510.0,492.0,441.14285714285717,357.0,376.0,384.0,396.42857142857144,47.0,68.85714285714286,496.0,478.57142857142856,112.0,90.14285714285714,289.0,243.57142857142858,437.0,372.85714285714283,348.0,297.7142857142857,1,3
2020-03-18,537,411,382,339,49,448,73,283,388,253,506.0,505.85714285714283,475.0,440.2857142857143,360.0,370.14285714285717,410.0,389.2857142857143,65.0,63.57142857142857,505.0,477.57142857142856,47.0,82.28571428571429,311.0,256.2857142857143,360.0,378.7142857142857,284.0,292.7142857142857,2,3
2020-03-19,507,378,339,335,65,581,87,275,299,348,537.0,499.85714285714283,411.0,429.57142857142856,382.0,373.2857142857143,339.0,386.85714285714283,49.0,59.57142857142857,448.0,496.57142857142856,73.0,83.57142857142857,283.0,261.85714285714283,388.0,385.57142857142856,253.0,314.14285714285717,3,3
2020-03-20,614,414,298,395,108,503,121,202,399,321,507.0,513.0,378.0,430.0,339.0,357.2857142857143,335.0,367.42857142857144,65.0,61.857142857142854,581.0,496.57142857142856,87.0,81.85714285714286,275.0,266.42857142857144,299.0,388.0,348.0,321.14285714285717,4,3
2020-03-21,516,429,400,378,99,455,82,201,381,225,614.0,516.5714285714286,414.0,422.57142857142856,298.0,358.57142857142856,395.0,373.2857142857143,108.0,68.85714285714286,503.0,484.2857142857143,121.0,84.71428571428571,202.0,258.7142857142857,399.0,379.2857142857143,321.0,309.42857142857144,5,3
2020-03-22,530,337,389,375,65,481,138,241,358,391,516.0,525.4285714285714,429.0,419.42857142857144,400.0,360.7142857142857,378.0,373.7142857142857,99.0,71.14285714285714,455.0,495.57142857142856,82.0,94.28571428571429,201.0,257.42857142857144,381.0,374.57142857142856,225.0,310.0,6,3
2020-03-23,529,331,342,333,52,399,95,243,340,371,530.0,534.1428571428571,337.0,396.42857142857144,389.0,358.57142857142856,375.0,366.42857142857144,65.0,71.85714285714286,481.0,481.7142857142857,138.0,91.85714285714286,241.0,250.85714285714286,358.0,360.7142857142857,391.0,313.2857142857143,0,3
2020-03-24,607,358,396,403,62,522,109,220,351,313,529.0,548.5714285714286,331.0,379.7142857142857,342.0,363.7142857142857,333.0,365.42857142857144,52.0,71.42857142857143,399.0,484.14285714285717,95.0,100.71428571428571,243.0,237.85714285714286,340.0,359.42857142857144,371.0,317.42857142857144,1,3
2020-03-25,570,382,342,365,56,448,82,235,391,367,607.0,553.2857142857143,358.0,375.57142857142856,396.0,358.0,403.0,369.14285714285717,62.0,72.42857142857143,522.0,484.14285714285717,109.0,102.0,220.0,231.0,351.0,359.85714285714283,313.0,333.7142857142857,2,3
2020-03-26,539,353,306,317,128,494,99,350,320,305,570.0,557.8571428571429,382.0,372.0,342.0,353.2857142857143,365.0,366.57142857142856,56.0,81.42857142857143,448.0,471.7142857142857,82.0,103.71428571428571,235.0,241.71428571428572,391.0,362.85714285714283,367.0,327.57142857142856,3,3
2020-03-27,539,502,383,332,113,433,171,342,339,389,539.0,547.1428571428571,353.0,384.57142857142856,306.0,365.42857142857144,317.0,357.57142857142856,128.0,82.14285714285714,494.0,461.7142857142857,99.0,110.85714285714286,350.0,261.7142857142857,320.0,354.2857142857143,305.0,337.2857142857143,4,3
2020-03-28,509,354,414,347,41,369,126,251,366,290,539.0,546.1428571428571,502.0,373.85714285714283,383.0,367.42857142857144,332.0,353.14285714285717,113.0,73.85714285714286,433.0,449.42857142857144,171.0,117.14285714285714,342.0,268.85714285714283,339.0,352.14285714285717,389.0,346.57142857142856,5,3
2020-03-29,401,466,431,438,66,436,152,221,363,276,509.0,527.7142857142857,354.0,392.2857142857143,414.0,373.42857142857144,347.0,362.14285714285717,41.0,74.0,369.0,443.0,126.0,119.14285714285714,251.0,266.0,366.0,352.85714285714283,290.0,330.14285714285717,6,3
2020-03-30,589,411,457,359,81,463,79,310,377,358,401.0,536.2857142857143,466.0,403.7142857142857,431.0,389.85714285714283,438.0,365.85714285714283,66.0,78.14285714285714,436.0,452.14285714285717,152.0,116.85714285714286,221.0,275.57142857142856,363.0,358.14285714285717,276.0,328.2857142857143,0,3
2020-03-31,587,365,426,430,68,500,102,245,353,437,589.0,533.4285714285714,411.0,404.7142857142857,457.0,394.14285714285717,359.0,369.7142857142857,81.0,79.0,463.0,449.0,79.0,115.85714285714286,310.0,279.14285714285717,377.0,358.42857142857144,358.0,346.0,1,3
2020-04-01,538,380,411,360,87,517,109,241,423,386,587.0,528.8571428571429,365.0,404.42857142857144,426.0,404.0,430.0,369.0,68.0,83.42857142857143,500.0,458.85714285714283,102.0,119.71428571428571,245.0,280.0,353.0,363.0,437.0,348.7142857142857,2,4
2020-04-02,475,364,361,268,82,517,127,230,330,328,538.0,519.7142857142857,380.0,406.0,411.0,411.85714285714283,360.0,362.0,87.0,76.85714285714286,517.0,462.14285714285717,109.0,123.71428571428571,241.0,262.85714285714283,423.0,364.42857142857144,386.0,352.0,3,4
2020-04-03,479,365,356,369,60,535,133,304,392,301,475.0,511.14285714285717,364.0,386.42857142857144,361.0,408.0,268.0,367.2857142857143,82.0,69.28571428571429,517.0,476.7142857142857,127.0,118.28571428571429,230.0,257.42857142857144,330.0,372.0,328.0,339.42857142857144,4,4
2020-04-04,438,336,264,338,65,468,134,228,435,298,479.0,501.0,365.0,383.85714285714283,356.0,386.57142857142856,369.0,366.0,60.0,72.71428571428571,535.0,490.85714285714283,133.0,119.42857142857143,304.0,254.14285714285714,392.0,381.85714285714283,301.0,340.57142857142856,5,4
2020-04-05,584,441,322,325,89,548,65,239,379,280,438.0,527.1428571428571,336.0,380.2857142857143,264.0,371.0,338.0,349.85714285714283,65.0,76.0,468.0,506.85714285714283,134.0,107.0,228.0,256.7142857142857,435.0,384.14285714285717,298.0,341.14285714285717,6,4
2020-04-06,533,496,368,459,90,404,68,251,354,383,584.0,519.1428571428571,441.0,392.42857142857144,322.0,358.2857142857143,325.0,364.14285714285717,89.0,77.28571428571429,548.0,498.42857142857144,65.0,105.42857142857143,239.0,248.28571428571428,379.0,380.85714285714283,280.0,344.7142857142857,0,4
2020-04-07,482,333,308,415,99,510,82,284,323,302,533.0,504.14285714285717,496.0,387.85714285714283,368.0,341.42857142857144,459.0,362.0,90.0,81.71428571428571,404.0,499.85714285714283,68.0,102.57142857142857,251.0,253.85714285714286,354.0,376.57142857142856,383.0,325.42857142857144,1,4
2020-04-08,467,345,292,506,24,532,100,274,330,292,482.0,494.0,333.0,382.85714285714283,308.0,324.42857142857144,415.0,382.85714285714283,99.0,72.71428571428571,510.0,502.0,82.0,101.28571428571429,284.0,258.57142857142856,323.0,363.2857142857143,302.0,312.0,2,4
